"locus"	"pdbid"	"qstart2"	"qend2"	"sstart2"	"send2"	"strain_type"	"p_value"
"YJL026W"	"1jk0@A"	1	333	26	358	"Wine"	"0.5206"
"YBR046C"	"3qwb@A"	1	329	5	333	"Wine"	"0.2999"
"YBR046C"	"3qwb@B"	1	329	5	333	"Wine"	"0.3006"
"YBR046C"	"3qwb@C"	1	329	5	333	"Wine"	"0.308"
"YBR046C"	"3qwb@D"	1	329	5	333	"Wine"	"0.3078"
"YBR046C"	"3qwa@A"	1	330	4	333	"Wine"	"0.2926"
"YBR046C"	"3qwa@B"	1	331	3	333	"Wine"	"0.3084"
"YJL166W"	"4pd4@H"	1	93	2	94	"Wine"	"NA"
"YJL166W"	"2ibz@G"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"1kyo@H"	1	93	2	94	"Wine"	"NA"
"YJL166W"	"1kyo@S"	1	93	2	94	"Wine"	"NA"
"YJL166W"	"1p84@H"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"3cx5@H"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"3cx5@S"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"1kb9@H"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"1ezv@G"	1	91	2	92	"Wine"	"NA"
"YJL166W"	"3cxh@H"	1	92	2	93	"Wine"	"NA"
"YJL166W"	"3cxh@S"	1	91	2	92	"Wine"	"NA"
"YPR191W"	"4pd4@B"	1	352	17	368	"Wine"	"0.2074"
"YPR191W"	"2ibz@B"	1	352	17	368	"Wine"	"0.1837"
"YPR191W"	"1kyo@B"	1	352	17	368	"Wine"	"0.1841"
"YPR191W"	"1kyo@M"	1	352	17	368	"Wine"	"0.1651"
"YPR191W"	"1p84@B"	1	352	17	368	"Wine"	"0.1806"
"YPR191W"	"3cx5@B"	1	352	17	368	"Wine"	"0.187"
"YPR191W"	"3cx5@M"	1	352	17	368	"Wine"	"0.1804"
"YPR191W"	"1kb9@B"	1	352	17	368	"Wine"	"0.1796"
"YPR191W"	"1ezv@B"	1	352	17	368	"Wine"	"0.1614"
"YPR191W"	"3cxh@B"	1	352	17	368	"Wine"	"0.1818"
"YPR191W"	"3cxh@M"	1	352	17	368	"Wine"	"0.1824"
"YML106W"	"2ps1@A"	1	222	3	224	"Wine"	"NA"
"YML106W"	"2ps1@B"	1	222	3	224	"Wine"	"NA"
"YIL021W"	"3m3y@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"4bxx@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"6bm4@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"6blp@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s1n@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3rzd@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s2d@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"5sva@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3cqz@C"	1	265	3	267	"Wine"	"NA"
"YIL021W"	"1twg@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"4by7@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3hou@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3hou@O"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1i6h@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3gtl@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1twf@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1i50@C"	1	264	3	266	"Wine"	"NA"
"YIL021W"	"2nvt@C"	1	267	2	268	"Wine"	"NA"
"YIL021W"	"1twa@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s14@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s15@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"4y7n@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"2nvq@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s1q@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"5ot2@C"	1	265	3	267	"Wine"	"NA"
"YIL021W"	"3po3@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s16@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s2h@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"6bqf@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1twc@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3po2@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3rzo@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s1m@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3j1n@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1i3q@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s1r@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"3s17@C"	1	266	3	268	"Wine"	"NA"
"YIL021W"	"1k83@C"	1	266	3	268	"Wine"	"NA"
"YIR008C"	"4mm2@A"	1	389	8	396	"Wine"	"0.3275"
"YIR008C"	"4mm2@B"	1	387	10	396	"Wine"	"0.3224"
"YHR008C"	"3rn4@A"	1	204	27	230	"Wine"	"0.0792"
"YHR008C"	"3bfr@A"	1	204	27	230	"Wine"	"0.0885"
"YOL143C"	"1ejb@A"	1	167	2	168	"Wine"	"0.9439"
"YOL143C"	"1ejb@B"	1	167	2	168	"Wine"	"0.9454"
"YOL143C"	"1ejb@C"	1	167	2	168	"Wine"	"0.9369"
"YOL143C"	"1ejb@D"	1	167	2	168	"Wine"	"0.9269"
"YOL143C"	"1ejb@E"	1	167	2	168	"Wine"	"0.9433"
"YKL152C"	"5pgm@A"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@B"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@C"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@D"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@E"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@F"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@G"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"5pgm@H"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"4pgm@A"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"4pgm@B"	1	230	2	231	"Wine"	"NA"
"YKL152C"	"4pgm@C"	1	231	2	232	"Wine"	"NA"
"YKL152C"	"4pgm@D"	1	230	2	231	"Wine"	"NA"
"YKL152C"	"1bq4@B"	1	235	2	236	"Wine"	"NA"
"YKL152C"	"1bq4@C"	1	235	2	236	"Wine"	"NA"
"YKL152C"	"1qhf@A"	1	230	2	231	"Wine"	"NA"
"YKL152C"	"1qhf@B"	1	230	2	231	"Wine"	"NA"
"YDR045C"	"6eu3@I"	1	42	1	42	"Wine"	"NA"
"YPL171C"	"5v4p@A"	1	396	2	397	"Wine"	"0.5371"
"YPL171C"	"5v4p@B"	1	396	2	397	"Wine"	"0.5469"
"YPL171C"	"5v4v@A"	1	397	2	398	"Wine"	"0.5338"
"YPL171C"	"5v4v@B"	1	397	2	398	"Wine"	"0.5393"
"YKR080W"	"1edz@A"	1	315	3	317	"Wine"	"0.9613"
"YKR080W"	"1ee9@A"	1	316	3	318	"Wine"	"0.9795"
"YCR012W"	"1fw8@A"	2	344	74	416	"Wine"	"0.5066"
"YMR205C"	"3o8o@B"	1	763	195	957	"Wine"	"0.3629"
"YMR205C"	"3o8o@D"	1	763	195	957	"Wine"	"0.3703"
"YMR205C"	"3o8o@F"	1	762	196	957	"Wine"	"0.3651"
"YMR205C"	"3o8o@H"	1	763	195	957	"Wine"	"0.3666"
"YDR539W"	"4zac@A"	1	502	1	502	"Wine"	"0.1072"
"YDR539W"	"4zac@B"	1	502	1	502	"Wine"	"0.1001"
"YDR539W"	"4zac@C"	1	500	3	502	"Wine"	"0.104"
"YDR539W"	"4zac@D"	1	502	1	502	"Wine"	"0.1046"
"YDR539W"	"4s13@C"	1	500	3	502	"Wine"	"0.0898"
"YDR539W"	"4s13@F"	1	500	3	502	"Wine"	"0.0864"
"YER069W"	"3zzh@A"	1	288	62	349	"Wine"	"0.8228"
"YER069W"	"3zzh@B"	1	286	63	348	"Wine"	"0.8256"
"YER069W"	"3zzh@C"	1	285	63	347	"Wine"	"0.7777"
"YER069W"	"3zzh@D"	1	286	63	348	"Wine"	"0.8342"
"YER069W"	"4ab7@A"	1	405	98	502	"Wine"	"0.6319"
"YER069W"	"4ab7@B"	1	436	67	502	"Wine"	"0.6246"
"YER069W"	"4ab7@C"	1	436	67	502	"Wine"	"0.6249"
"YER069W"	"4ab7@D"	1	405	98	502	"Wine"	"0.6467"
"YER069W"	"4ab7@E"	1	405	98	502	"Wine"	"0.6396"
"YER069W"	"4ab7@F"	1	436	67	502	"Wine"	"0.6243"
"YER069W"	"4ab7@G"	1	436	67	502	"Wine"	"0.6304"
"YER069W"	"4ab7@H"	1	422	81	502	"Wine"	"0.6321"
"YER069W"	"3zzf@A"	1	288	62	349	"Wine"	"0.8369"
"YER069W"	"3zzf@B"	1	286	63	348	"Wine"	"0.8372"
"YER069W"	"3zzf@C"	1	288	62	349	"Wine"	"0.8214"
"YER069W"	"3zzf@D"	1	287	63	349	"Wine"	"0.8375"
"YER069W"	"3zzg@A"	1	291	62	352	"Wine"	"0.8107"
"YER069W"	"3zzg@B"	1	289	63	351	"Wine"	"0.8259"
"YER069W"	"3zzg@C"	1	291	62	352	"Wine"	"0.8214"
"YER069W"	"3zzg@D"	1	289	63	351	"Wine"	"0.818"
"YIR034C"	"2qrl@A"	1	368	3	370	"Wine"	"0.7724"
"YIR034C"	"2qrk@A"	1	365	3	367	"Wine"	"0.7692"
"YIR034C"	"2qrj@A"	1	365	3	367	"Wine"	"0.7748"
"YBR035C"	"1ci0@A"	1	204	24	227	"Wine"	"0.2549"
"YBR035C"	"1ci0@B"	1	203	25	227	"Wine"	"0.2643"
"YNL037C"	"3blx@I"	1	333	28	360	"Wine"	"0.5963"
"YGR183C"	"4pd4@I"	1	57	2	58	"Wine"	"NA"
"YGR183C"	"2ibz@I"	1	55	4	58	"Wine"	"NA"
"YGR183C"	"1p84@I"	1	55	4	58	"Wine"	"NA"
"YGR183C"	"3cx5@I"	1	55	2	56	"Wine"	"NA"
"YGR183C"	"3cx5@T"	1	55	2	56	"Wine"	"NA"
"YGR183C"	"1kb9@I"	1	55	4	58	"Wine"	"NA"
"YGR183C"	"1ezv@I"	1	55	4	58	"Wine"	"NA"
"YGR183C"	"3cxh@I"	1	55	4	58	"Wine"	"NA"
"YGR183C"	"3cxh@T"	1	55	4	58	"Wine"	"NA"
"YKR002W"	"3c66@B"	1	524	3	526	"Wine"	"0.9548"
"YMR289W"	"4k6n@A"	1	351	23	373	"Wine"	"0.6036"
"YGL226C-A"	"6ezn@E"	1	85	2	86	"Wine"	"0.1951"
"YDL232W"	"6ezn@D"	1	34	1	34	"Wine"	"NA"
"YOR103C"	"6ezn@B"	1	110	21	130	"Wine"	"0.7582"
"YJR051W"	"5glg@A"	2	469	32	499	"Wine"	"0.8981"
"YEL002C"	"6ezn@G"	1	394	25	418	"Wine"	"0.2097"
"YHR143W-A"	"3m3y@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"4bxx@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"6bm4@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"6eu3@L"	1	45	26	70	"Wine"	"NA"
"YHR143W-A"	"3s1r@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"2nvq@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s1q@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3rzo@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3po2@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"5sva@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"4c3i@L"	1	45	26	70	"Wine"	"NA"
"YHR143W-A"	"4by7@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1k83@L"	1	45	26	70	"Wine"	"NA"
"YHR143W-A"	"3s17@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3rzd@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s16@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3po3@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s15@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"4c3h@L"	1	45	26	70	"Wine"	"NA"
"YHR143W-A"	"3gtl@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1twa@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1i50@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"2nvt@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s14@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3hou@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3hou@X"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1i6h@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"5ot2@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"1twg@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s2d@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"6blp@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"3s1n@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"4y7n@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"1twf@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3s2h@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"4c3j@L"	1	45	26	70	"Wine"	"NA"
"YHR143W-A"	"6bqf@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"4c2m@1"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"4c2m@L"	1	44	27	70	"Wine"	"NA"
"YHR143W-A"	"3s1m@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1twc@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"1i3q@L"	1	46	25	70	"Wine"	"NA"
"YHR143W-A"	"3j1n@L"	1	46	25	70	"Wine"	"NA"
"YHR201C"	"2qb8@A"	1	391	5	395	"Wine"	"0.8355"
"YHR201C"	"2qb7@A"	1	391	5	395	"Wine"	"0.8378"
"YHR201C"	"2qb6@A"	1	391	5	395	"Wine"	"0.8704"
"YJL126W"	"4hg5@A"	1	297	4	300	"Wine"	"0.2664"
"YJL126W"	"4hg3@A"	1	297	4	300	"Wine"	"0.2665"
"YJL126W"	"4hg3@B"	1	296	5	300	"Wine"	"0.2676"
"YJL126W"	"4hg3@C"	1	296	5	300	"Wine"	"0.2605"
"YNL151C"	"6eu3@Q"	1	40	35	74	"Wine"	"NA"
"YHR042W"	"2bf4@A"	1	642	47	688	"Wine"	"0.6516"
"YHR042W"	"2bf4@B"	1	642	47	688	"Wine"	"0.6497"
"YNL092W"	"5x62@B"	1	384	9	392	"Wine"	"0.8141"
"YEL021W"	"3gdk@A"	1	259	3	261	"Wine"	"0.1419"
"YEL021W"	"3gdk@B"	1	259	3	261	"Wine"	"0.1367"
"YEL021W"	"3gdl@A"	1	257	5	261	"Wine"	"0.1425"
"YEL021W"	"3gdl@B"	1	257	5	261	"Wine"	"0.143"
"YJL140W"	"1y14@C"	33	135	118	220	"Wine"	"NA"
"YML110C"	"4obx@A"	1	235	73	307	"Wine"	"0.5728"
"YML110C"	"4obx@B"	1	235	73	307	"Wine"	"0.5591"
"YML110C"	"4obx@C"	1	235	73	307	"Wine"	"0.5561"
"YML110C"	"4obx@D"	1	235	73	307	"Wine"	"0.5704"
"YML110C"	"4obw@A"	1	234	74	307	"Wine"	"0.5678"
"YML110C"	"4obw@B"	1	232	76	307	"Wine"	"0.558"
"YML110C"	"4obw@C"	1	235	73	307	"Wine"	"0.5798"
"YML110C"	"4obw@D"	1	235	73	307	"Wine"	"0.5611"
"YFR033C"	"4pd4@F"	2	74	75	147	"Wine"	"0.6487"
"YFR033C"	"2ibz@H"	2	74	75	147	"Wine"	"0.6504"
"YFR033C"	"1kyo@F"	2	74	75	147	"Wine"	"0.6255"
"YFR033C"	"1kyo@Q"	2	74	75	147	"Wine"	"0.6498"
"YFR033C"	"1p84@F"	2	74	75	147	"Wine"	"0.636"
"YFR033C"	"3cx5@F"	2	73	75	146	"Wine"	"0.6516"
"YFR033C"	"3cx5@Q"	2	73	75	146	"Wine"	"0.6403"
"YFR033C"	"1kb9@F"	2	74	75	147	"Wine"	"0.6458"
"YFR033C"	"1ezv@H"	2	74	75	147	"Wine"	"0.6476"
"YFR033C"	"3cxh@F"	2	74	75	147	"Wine"	"0.6238"
"YFR033C"	"3cxh@Q"	2	74	75	147	"Wine"	"0.6433"
"YJR010W"	"1j70@A"	2	503	1	502	"Wine"	"0.8988"
"YJR010W"	"1j70@B"	2	503	1	502	"Wine"	"0.901"
"YJR010W"	"1j70@C"	1	502	1	502	"Wine"	"0.9065"
"YJR010W"	"1r6x@A"	1	384	2	385	"Wine"	"0.3992"
"YJR010W"	"1jec@A"	1	501	2	502	"Wine"	"0.898"
"YJR010W"	"1jed@A"	1	501	2	502	"Wine"	"0.8976"
"YJR010W"	"1jed@B"	1	501	2	502	"Wine"	"0.8968"
"YJR010W"	"1jee@A"	1	501	2	502	"Wine"	"0.897"
"YJR010W"	"1jee@B"	1	501	2	502	"Wine"	"0.8927"
"YPR167C"	"2oq2@C"	1	256	1	256	"Wine"	"0.9206"
"YNL142W"	"5aex@A"	1	456	2	457	"Wine"	"0.0495"
"YNL142W"	"5aex@B"	1	456	2	457	"Wine"	"0.0564"
"YNL142W"	"5aex@C"	1	456	2	457	"Wine"	"0.0526"
"YNL142W"	"5aex@D"	1	455	3	457	"Wine"	"0.0555"
"YNL142W"	"5aex@E"	1	456	2	457	"Wine"	"0.052"
"YNL142W"	"5aex@F"	1	456	2	457	"Wine"	"0.0483"
"YAR015W"	"1obg@A"	1	304	2	305	"Wine"	"0.1909"
"YGR287C"	"3a47@A"	1	585	4	588	"Wine"	"0.3277"
"YGR287C"	"3a4a@A"	1	585	4	588	"Wine"	"0.3352"
"YGR287C"	"3aj7@A"	1	585	4	588	"Wine"	"0.3375"
"YHR183W"	"2p4q@A"	1	475	1	475	"Wine"	"0.1961"
"YML054C"	"3ks0@A"	1	87	86	172	"Wine"	"NA"
"YML054C"	"3ks0@B"	1	87	86	172	"Wine"	"NA"
"YBR199W"	"5a08@A"	1	388	71	458	"Wine"	"0.706"
"YBR199W"	"5a07@A"	1	389	70	458	"Wine"	"0.6921"
"YBR199W"	"5a07@B"	1	388	71	458	"Wine"	"0.6895"
"YJR057W"	"3tmk@A"	1	213	1	213	"Wine"	"0.9816"
"YJR057W"	"3tmk@B"	1	213	1	213	"Wine"	"0.978"
"YJR057W"	"3tmk@D"	1	211	3	213	"Wine"	"0.9298"
"YJR057W"	"3tmk@E"	1	212	2	213	"Wine"	"0.9819"
"YJR057W"	"3tmk@F"	1	213	1	213	"Wine"	"0.9794"
"YJR057W"	"3tmk@G"	1	212	2	213	"Wine"	"0.9823"
"YJR057W"	"3tmk@H"	1	211	3	213	"Wine"	"0.9338"
"YBL098W"	"4j34@A"	1	376	2	377	"Wine"	"0.1089"
"YBL098W"	"4j34@B"	2	386	1	385	"Wine"	"0.1079"
"YDR454C"	"1ex7@A"	1	184	2	185	"Wine"	"0.8823"
